var_name,summary,question,valid_labels,missing_labels
V161043,PRE: Whom does R prefer for U.S. House (ballot card),IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF R PREFERS A CANDIDA TE FOR U.S. HOUSE: IF IWR HAS BALLOT CARD FOR DISTRICT OF RESIDENCE: Who do you prefer? FOR CODE 4 PLEASE RECORD RELEV ANT COM- MENTS IN COMMENT BOX F or W eb administration response option 4 was not included.,"1. Democratic House
2. Republican House
3. Other House candidate
5. Other SPECIFY (name
","-1. Inap,
-8. Don’t know (FTF only)
"
V161044,PRE: Whom does R prefer for U.S. House (no ballot card),IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF R PREFERS A CANDIDA TE FOR U.S. HOUSE: IF IWR HAS NO BALLOT CARD FOR DISTRICT OF RESI- DENCE OR IF R SAID BALLOT CARD WRONG: Who do you prefer? Which party is that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME,,"-1. Inapplicable
"
V161045x,PRE SUMMAR Y: Senate and Governor races,Not applicable,"00. No Senate/Governor race-
01. No Senate/Governor race-
10. Senate race- sample
11. Senate race- registration
20. Governor race- samp
21. Governor race-
30. Senate and Governor
31. Senate and Governor",
V161046,PRE: Did R vote for U.S. Senate,IF R IS REGISTERED TO VOTE: IF R INDICA TED VOTED EARL Y IN THE 2016 GENERAL ELECTIONS: IF HAS CONFIRMED ALREADY VOTING IN THE 2016 GENERAL ELECTIONS: IF R HAS NOT IN- DICA TED UNSURE WHETHER VOTED WHEN DESCRIBING HOW VOTED: IF A SENA TE RACE IS BEING HELD IN ST A TE OF REGIS- TRA TION: IF IWR HAS BALLOT CARD FOR REGISTRA TION DIS- TRICT/ IF IWR DOES NOT HA VE BALLOT CARD FOR REGISTRA- TION DISTRICT: How about the election for the United States Senate? Did you vote for a candidate for the U.S. Senate? [SHOW [YELLOW/GREEN] BALLOT CARD/ DO NOT SHOW BALLOT CARD],"1. Y es, voted for Senate
2. No, didn’t vote for Senate
","-1. Inap,1,4 in V161025x and
"
V161047,PRE: R’s vote for U.S. Senate (ballot card),IF R IS REGISTERED TO VOTE: IF R INDICA TED VOTED EARL Y IN THE 2016 GENERAL ELECTIONS: IF HAS CONFIRMED ALREADY VOTING IN THE 2016 GENERAL ELECTIONS: IF R HAS NOT IN- DICA TED UNSURE WHETHER VOTED WHEN DESCRIBING HOW VOTED: IF A SENA TE RACE IS BEING HELD IN ST A TE OF REG- ISTRA TION: IF R VOTED FOR U.S. SENA TE: IF IWR HAS BALLOT CARD FOR REGISTRA TION DISTRICT: Who did you vote for?,,
V161048,PRE: R’s vote for U.S. Senate (no ballot card),IF R IS REGISTERED TO VOTE: IF R INDICA TED VOTED EARL Y IN THE 2016 GENERAL ELECTIONS: IF HAS CONFIRMED ALREADY VOTING IN THE 2016 GENERAL ELECTIONS: IF R HAS NOT IN- DICA TED UNSURE WHETHER VOTED WHEN DESCRIBING HOW VOTED: IF A SENA TE RACE IS BEING HELD IN ST A TE OF REGIS- TRA TION: IF R VOTED FOR U.S. SENA TE: IF IWR DOES NOT HA VE BALLOT CARD FOR REGISTRA TION DISTRICT: Who did you vote for? Which party was that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME,,
V161049,PRE: Does R intend to vote for U.S. Senate,"IF NOT REGISTERED TO VOTE BUT INTENDS TO REGISTER, OR REGISTERED BUT DID NOT VOTE: IF A SENA TE RACE IS BEING HELD IN R’S REGISTRA TION ST A TE: IF IWR HAS BALLOT CARD FOR REGISTRA TION DISTRICT/ IF IWR DOES NOT HA VE BALLOT CARD FOR REGISTRA TION DISTRICT: How about the election for the U.S. Senate. Do you intend to vote in the election for the U.S. Senate? [SHOW [YELLOW/GREEN] BALLOT CARD/ DO NOT SHOW BALLOT CARD]",,
V161050,PRE: F or whom does R intend to vote for U.S. Senate (ballot card),"IF NOT REGISTERED TO VOTE BUT INTENDS TO REGISTER, OR REGISTERED BUT DID NOT VOTE: IF A SENA TE RACE IS BEING HELD IN R’S REGISTRA TION ST A TE: IF R INTENDS TO VOTE FOR U.S. SENA TE: IF IWR HAS BALLOT CARD FOR REGISTRA TION DIS- TRICT: Who do you think you will vote for?",,
V161051,PRE: F or whom does R intend to vote for US. Senate (no ballot card),"IF NOT REGISTERED TO VOTE BUT INTENDS TO REGISTER, OR REGISTERED BUT DID NOT VOTE: IF A SENA TE RACE IS BEING HELD IN R’S REGISTRA TION ST A TE: IF R INTENDS TO VOTE FOR U.S. SENA TE: IF IWR DOES NOT HA VE BALLOT CARD FOR REGIS- TRA TION DISTRICT: Who do you think you will vote for? Which party is that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME",,
V161052,PRE: Does R prefer U.S. Senate candidate,IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF A SENA TE RACE IS BEING HELD IN R’S CURRENT ST A TE: IF IWR HAS BALLOT CARD FOR DISTRICT OF RESIDENCE / IF IWR DOES NOT HA VE BALLOT CARD FOR DIS- TRICT OF RESIDENCE: How about the election for the United States Senate? Do you prefer one of the candidates for the U.S. Senate? [SHOW [YELLOW/GREEN] BALLOT CARD/ DO NOT SHOW BALLOT CARD],"1. Y es
2. No
","-1. Inapplicable
-8. Don’t know (FTF only)
"
V161053,PRE: Whom does R prefer for U.S. Senate (ballot card),IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF A SENA TE RACE IS BEING HELD IN R’S CURRENT ST A TE: IF R PREFERS A CANDIDA TE FOR U.S. SENA TE: IF IWR HAS BALLOT CARD FOR DISTRICT OF RESIDENCE: Who do you prefer?,"1. Democratic Senate
2. Republican Senate
3. Other Senate candidate
","-1. Inapplicable
-4. Error: missing due to
-8. Don’t know (FTF only)
"
V161054,PRE: Whom does R prefer for U.S. Senate (no ballot card),IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF A SENA TE RACE IS BEING HELD IN R’S CURRENT ST A TE: IF R PREFERS A CANDIDA TE FOR U.S. SENA TE: IF IWR DOES NOT HA VE BALLOT CARD FOR DISTRICT OF RESI- DENCE: Who do you prefer? Which party is that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME,,
V161055,PRE: Did R vote for governor,IF R IS REGISTERED TO VOTE: IF R INDICA TED VOTED EARL Y IN THE 2016 GENERAL ELECTIONS: IF HAS CONFIRMED ALREADY VOTING IN THE 2016 GENERAL ELECTIONS: IF R HAS NOT IN- DICA TED UNSURE WHETHER VOTED WHEN DESCRIBING HOW VOTED: IF A GUBERNA TORIAL RACE IS BEING HELD IN ST A TE OF REGISTRA TION: IF IWR HAS BALLOT CARD FOR REGISTRA TION DISTRICT/ IF IWR DOES NOT HA VE BALLOT CARD FOR REGIS- TRA TION DISTRICT: How about the election for Governor? Did you vote for a candidate for Governor? [SHOW [YELLOW/GREEN] BALLOT CARD/ DO NOT SHOW BALLOT CARD],"1. Y es, voted for Governor
2. No, didn’t vote for
","-1. Inap,
"
V161056,PRE: R’s vote for governor(ballot card),IF R IS REGISTERED TO VOTE: IF R INDICA TED VOTED EARL Y IN THE 2016 GENERAL ELECTIONS: IF HAS CONFIRMED ALREADY VOTING IN THE 2016 GENERAL ELECTIONS: IF R HAS NOT IN- DICA TED UNSURE WHETHER VOTED WHEN DESCRIBING HOW VOTED: IF A GUBERNA TORIAL RACE IS BEING HELD IN ST A TE OF REGISTRA TION: IF R VOTED FOR GOVERNOR: IF IWR HAS BALLOT CARD FOR REGISTRA TION DISTRICT: Who did you vote for?,,
V161057,PRE: R’s vote for governor (no ballot card),IF R IS REGISTERED TO VOTE: IF R INDICA TED VOTED EARL Y IN THE 2016 GENERAL ELECTIONS: IF HAS CONFIRMED ALREADY VOTING IN THE 2016 GENERAL ELECTIONS: IF R HAS NOT IN- DICA TED UNSURE WHETHER VOTED WHEN DESCRIBING HOW VOTED: IF A GUBERNA TORIAL RACE IS BEING HELD IN ST A TE OF REGISTRA TION: IF R VOTED FOR GOVERNOR: IF IWR DOES NOT HA VE BALLOT CARD FOR REGISTRA TION DISTRICT: Who did you vote for? Which party was that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME,,
V161058,PRE: Does R intend to vote for governor,"IF NOT REGISTERED TO VOTE BUT INTENDS TO REGISTER, OR REGISTERED BUT DID NOT VOTE: IF A GUBERNA TORIAL RACE IS BEING HELD IN R’S REGISTRA TION ST A TE: IF IWR HAS BALLOT CARD FOR REGISTRA TION DISTRICT/ IF IWR DOES NOT HA VE BALLOT CARD FOR REGISTRA TION DISTRICT: How about the elec- tion for Governor. Do you intend to vote for a candidate for Governor? [SHOW [YELLOW/GREEN] BALLOT CARD/ DO NOT SHOW BALLOT CARD]",,
V161059,PRE: F or whom does R intend to vote for governor (ballot card),"IF NOT REGISTERED TO VOTE BUT INTENDS TO REGISTER, OR REGISTERED BUT DID NOT VOTE: IF A GUBERNA TORIAL RACE IS BEING HELD IN R’S REGISTRA TION ST A TE: IF R INTENDS TO VOTE FOR GOVERNOR: IF IWR HAS BALLOT CARD FOR REGIS- TRA TION DISTRICT: Who do you think you will vote for?",,
V161060,PRE: F or whom does R intend to vote for governor (no ballot card),"IF NOT REGISTERED TO VOTE BUT INTENDS TO REGISTER, OR IF REGISTERED BUT DID NOT VOTE: IF A GUBERNA TORIAL RACE IS BEING HELD IN R’S REGISTRA TION ST A TE: IF R INTENDS TO VOTE FOR GOVERNOR: IF IWR DOES NOT HA VE BALLOT CARD FOR REGISTRA TION DISTRICT: Who do you think you will vote for? Which party is that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME",,
V161061,PRE: Does R prefer gubernatorial candidate,IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF A GUBERNA TORIAL RACE IS BEING HELD IN R’S CURRENT ST A TE: IF IWR HAS BALLOT CARD FOR DISTRICT OF RESIDENCE / IF IWR DOES NOT HA VE BALLOT CARD FOR DISTRICT OF RESIDENCE: How about the election for Governor? Do you prefer one of the candidates for Governor? [SHOW [YELLOW/GREEN] BALLOT CARD/ DO NOT SHOW BALLOT CARD],"1. Y es
2. No
","-1. Inap,
"
V161062,PRE: Whom does R prefer for governor (ballot card),IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF A GUBERNA TORIAL RACE IS BEING HELD IN R’S CURRENT ST A TE: IF R PREFERS A CANDIDA TE FOR GOVERNOR: IF IWR HAS BALLOT CARD FOR DISTRICT OF RESI- DENCE: Who do you prefer?,,
V161063,PRE: Whom does R prefer for governor (no ballot card),IF R IS NOT REGISTERED TO VOTE: IF R DOES NOT INTEND TO REGISTER TO VOTE: IF A GUBERNA TORIAL RACE IS BEING HELD IN R’S CURRENT ST A TE: IF R PREFERS A CANDIDA TE FOR GOV- ERNOR: IF IWR DOES NOT HA VE BALLOT CARD FOR DISTRICT OF RESIDENCE: Who do you prefer? Which party is that? RECORD P AR TY IF R DOES NOT KNOW OR REFUSES NAME,,
V161064x,PRE: SUMMAR Y - party of Pre-election Presidential vote/intent/preference,Not applicable,"10. Democratic Presidential
11. Republican Presidential
12. Other Presidential
20. Democratic Presidential
21. Republican Presidential
22. Other Presidential
30. Democratic Presidential
31. Republican Presidential
32. Other Presidential
","-1. Inap, no
"
V161065x,PRE: SUMMAR Y - party of Pre-election U.S. House vote/intent/preference,Not applicable,"10. Democratic House
11. Republican House
12. Other House candidate:
20. Democratic House
21. Republican House
22. Other House candidate:
30. Democratic House
31. Republican House
32. Other House candidate:
","-1. Inap, no
"
V161066x,PRE: SUMMAR Y - party of Pre-election U.S. Senate vote/intent/preference,Not applicable,"10. Democratic Senate
11. Republican Senate
12. Other Senate candidate:
20. Democratic Senate
21. Republican Senate
22. Other Senate candidate:
30. Democratic Senate
31. Republican Senate
32. Other Senate candidate:
","-1. Inap, no
"
V161067x,PRE: SUMMAR Y - party of Pre-election Gubernatorial vote/intent/pref,Not applicable,"10. Democratic Gubernatorial
11. Republican Gubernatorial
20. Democratic Gubernatorial
21. Republican Gubernatorial
22. Other Gubernatorial
30. Democratic Gubernatorial
31. Republican Gubernatorial
","-1. No
"
V161068,PRE: Is there anything R likes about Democratic Pres cand,Is there anything in particular about Hillary Clinton that might make you want to vote for her? RANDOMIZA TION: Order of Presidential candidates,"1. Y es
2. No
","-8. Don’t know (FTF only)
-9. Refused
"
V161069,PRE: T ext- What is it that R likes about Democratic Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE FOR DEMOCRA TIC PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Redacted text, separate file
"
V161070a,PRE: Code- What is it that R likes about Democratic Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE FOR DEMOCRA TIC PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Coded data, future release
"
V161071,PRE: Is there anything R dislikes about Democratic Pres cand,Is there anything in particular about Hillary Clinton that might make you want to vote against her? RANDOMIZA TION: Order of Presidential candidates,"1. Y es
2. No
","-8. Don’t know (FTF only)
-9. Refused
"
V161072,PRE: T ext- What is it that R dislikes about Democratic Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE AGAINST DEMOCRA TIC PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Redacted text, separate file
"
V161073a,PRE: Code- What is it that R dislikes about Democratic Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE AGAINST DEMOCRA TIC PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Coded data, future release
"
V161074,PRE: Is there anything R likes about Republican Pres cand,Is there anything in particular about Donald T rump that might make you want to vote for him? RANDOMIZA TION: Order of Presidential candidates,"1. Y es
2. No
","-8. Don’t know (FTF only)
-9. Refused
"
V161075,PRE: T ext- What is it that R likes about Republican Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE FOR RE- PUBLICAN PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Redacted text, separate file
"
V161076a,PRE: Code- What is it that R likes about Republican Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE FOR RE- PUBLICAN PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Coded data, future release
"
V161077,PRE: Is there anything R dislikes about Republican Pres cand,Is there anything in particular about Donald T rump that might make you want to vote against him? RANDOMIZA TION: Order of Presidential candidates,"1. Y es
2. No
","-8. Don’t know (FTF only)
-9. Refused
"
V161078,PRE: T ext- What is it that R dislikes about Republican Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE AGAINST REPUBLICAN PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Redacted text, separate file
"
V161079a,PRE: Code- What is it that R dislikes about Republican Pres cand,IF THERE IS SOMETHING THA T WOULD MAKE R VOTE AGAINST REPUBLICAN PRES CAND: (What is that?) PROBE: ANYTHING ELSE? UNTIL R SA YS NO F or W eb administration parentheses were omitted. RANDOMIZA TION: Order of Presidential candidates,,"-2. Coded data, future release
"
V161080,PRE: Approval of Congress handling its job,Do you approve or disapprove of the way the U.S. Congress has been handling its job?,"1. Approve
2. Disapprove
1. Approve strongly
2. Approve not strongly
3. Disapprove not strongly
4. Disapprove strongly","-8. Don’t know (FTF only)
-9. Refused
-2. Missing: -8,-9 in"
V161080a,PRE: Strength appr disapprove Congress handling its job,IF R APPROVES U.S. CONGRESS HANDLING ITS JOB / IF R DISAPPROVES U.S. CONGRESS HANDLING ITS JOB: Do you [ap- prove/disapprove] strongly or not strongly?,"1. Strongly
2. Not strongly
","-1. INAP , -8,-9 in V161080
-8. Don’t know (FTF only)
-9. Refused
"
V161080x,PRE: SUMMAR Y - Approval/disapproval Congress handling job,Not applicable,,
V161081,PRE: Are things in the country on right track,"Do you feel things in this country are generally going in the right direction, or do you feel things have pretty seriously gotten off on the wrong track?","1. Right direction
2. W rong track
","-8. Don’t know (FTF only)
-9. Refused
"
V161082,PRE: Approve or disapprove President handling job as Pres,Do you approve or disapprove of the way Barack Obama is handling his job as President?,"1. Approve
2. Disapprove
1. Approve strongly
2. Approve not strongly
3. Disapprove not strongly
4. Disapprove strongly","-8. Don’t know (FTF only)
-9. Refused
-2. Missing: -8,-9 in"
V161082a,PRE: How much approve or disapp Pres handling job,IF R APPROVES BARACK OBAMA HANDLING JOB AS PRESIDENT / IF R DISAPPROVES BARACK OBAMA HANDLING JOB AS PRES- IDENT: Do you approve strongly or not strongly? / Do you disapprove strongly or not strongly?,"1. Strongly
2. Not strongly
","-1. INAP , -8,-9 in V161082
-8. Don’t know (FTF only)
-9. Refused
"
V161082x,PRE: SUMMAR Y - Approval/disapproval President handling job,Not applicable,,
V161083,PRE: Approve or disapprove President handling economy,Do you approve or disapprove of the way Barack Obama is handling the economy?,"1. Approve
2. Disapprove
1. Approve strongly
2. Approve not strongly
3. Disapprove not strongly
4. Disapprove strongly","-8. Don’t know (FTF only)
-9. Refused
-2. Missing: -8,-9 in"
